Movie,Years,Duration,Genre,Rating,,Actor_1,Actor_2,Actor_3,Actor_4
Khooni Aankhen: The Bloody Eyes,1988,,Horror,,,Baby,Charu Haasan,Satish,Seema
Khooni Insaan,1988,,Thriller,3.9,8,Priyadarshan,Mohanlal,Renjini,Nedumudi Venu
Krodh Jawani Ka,1988,,Thriller,,,,,,
Lathi,1988,,Drama,6.3,17,Hrishikesh Mukherjee,Sandip Mukherjee,Dharmendra,Govinda
Libaas,1988,137 min,Drama,8.2,37,Gulzar,Shabana Azmi,Utpal Dutt,Naseeruddin Shah
Maar Dhaad,1988,,Action,,,Yash Chouhan,Hemant Birje,Mandakini,Huma Khan
Maati Mere Desh Ki,1988,,Drama,,,Ashok Neemrania,Arun Bali,Gulshan Grover,Ashok Neemrania
Mahakali,1988,,Fantasy,,,S.R. Pratap,Sonika Gill,Rohan Kapoor,Farha Naaz
Mahalakshmi Mahima,1988,,Drama,,,Rao C.S.R.,Madhavi,Radha,
Mahaveera,1988,,Action,4.9,27,Naresh Saigal,Krishna A.R.,Salma Agha,Raj Babbar
Main Tere Liye,1988,,"Drama, Romance",6.8,13,Vijay Anand,Suneil Anand,Meenakshi Sheshadri,Rajendra Kumar
Main Zinda Hoon,1988,120 min,Drama,7.8,51,Sudhir Mishra,Suresh Bhagwat,Rajendra Gupta,Ali Haider
Mar Mitenge,1988,,Action,4.5,30,Kawal Sharma,Jeetendra,Mithun Chakraborty,Madhavi
Mard Ka Badla,1988,,Action,,,,,,
Mardangi,1988,,"Action, Thriller",,,S.R. Pratap,Aman Virk,Hemant Birje,Dara Singh
Mardon Wali Baat,1988,,"Action, Adventure, Comedy",5,54,Brij,Dharmendra,Sanjay Dutt,Shabana Azmi
Marichika,1988,,Drama,,,Kesar Vasistha,Chitra,Vishwanath,Raghuvir Yadav
Mera Muqaddar,1988,,Action,,,K. Pappu,Swapna,Amrit Raj,Tanuja
Mera Shikar,1988,141 min,Action,3.9,7,Keshu Ramsay,Dimple Kapadia,Kabir Bedi,Danny Denzongpa
Mere Baad,1988,140 min,Drama,6.6,30,Vishwamitra,Maya Alagh,Beena Banerjee,Anil Dhawan
Miss Himmatwali 88,1988,,Action,,,Kapil Dev,Kapil Karzan,Madhavi,
Mohabbat Ke Dushman,1988,,"Action, Thriller",5,50,Prakash Mehra,Raaj Kumar,Hema Malini,Sanjay Dutt
Mukthi,1988,142 min,Drama,7,27,I.V. Sasi,Mammootty,Rahman,Chitra
Mulzim,1988,156 min,Drama,4.8,25,K.S.R. Das,Jeetendra,Hema Malini,Shatrughan Sinha
Na Bhoole Hain Na Bhoolenge,1988,,Romance,,,Pradeep Kumar,Jamuna,Pradeep Kumar,Chandra Mohan
Nagin Ke Do Dushman,1988,,"Action, Drama, Fantasy",,,Asrani,Iftekhar,Jayshree T.,
Nal Damayanti,1988,135 min,Drama,,,Jasubhai,Nalin Dave,Manher Desai,Mahesh Joshi
Namumkin,1988,,"Drama, Mystery",6.6,41,Hrishikesh Mukherjee,Raj Babbar,Vinod Mehra,Zeenat Aman
Naya Sitara,1988,,Romance,,,Sarath Babu,Bhanupriya,,
Om Dar-B-Dar,1988,101 min,Drama,7.1,438,Kamal Swaroop,Anita Kanwar,Gopi Desai,Lalit Tiwari
Paanch Fauladi,1988,,"Action, Drama",4.2,11,Mohan Bhakri,Salma Agha,Raj Babbar,Birbal
Paap Ki Duniya,1988,168 min,"Action, Drama, Romance",5,103,Shibu Mitra,Sunny Deol,Neelam Kothari,Pran
Paap Ko Jalaa Kar Raakh Kar Doonga,1988,153 min,Crime,5.4,67,K.R. Reddy,Dharmendra,Govinda,Anita Raj
Padosi Ki Biwi,1988,,Thriller,3.3,7,Mohan Bhakri,Deepak Parashar,Asha Sachdev,Pooja Saxena
Paigham,1988,168 min,Fantasy,,,Mohammed Hussain,Bindu,Mohan Choti,Kalpana Iyer
Parbat Ke Us Paar,1988,,"Drama, Romance",4.6,5,Raman Kumar,Abhinav Chaturvedi,Lubna,Bharat Kapoor
Pehla Kadam,1988,,,,,Ketan Mehta,,,
Pehla Mard Pehli Aurat,1988,,Documentary,,,P. Chandrakumar,,,
Pestonjee,1988,125 min,"Comedy, Drama",7.1,206,Vijaya Mehta,Shabana Azmi,Cyprus Dastoor,Dady Dustoor
Pooja,1988,,Drama,,,,,,
Prem Sandesh,1988,,Romance,,,S.M. Sagar,Rakesh Bedi,Mumtaz Begum,Master Bhagwan
Pyaar Mohabbat,1988,,"Drama, Romance",3.6,19,Ajay Kashyap,Rakhee Gulzar,Govinda,Mandakini
Pyaasi Atma,1988,,Horror,6.1,7,Ismail Inamdar,A.K. Misra,Amar,Lalita Pawar
Pyar Ka Mandir,1988,148 min,"Drama, Family",6.5,96,K. Bapaiah,Mithun Chakraborty,Madhavi,Bharat Bhushan
Pyar Paap Nahin,1988,,Romance,,,,,,
Qasoor Kiska,1988,,,,,Arun Kumar,Manohar,Meena,
Qatil,1988,135 min,"Crime, Drama, Mystery",6,25,Ashok Gaekwad,Aditya Pancholi,Sangeeta Bijlani,Shakti Kapoor
Qayamat Se Qayamat Tak,1988,162 min,"Drama, Musical, Romance",7.5,"10,497",Mansoor Khan,Aamir Khan,Juhi Chawla,Goga Kapoor
Rain Basera,1988,,Drama,,,Sai Paranjape,Asha Dandavate,Veeni Paranjape Joglekar,Sudha Karmarkar
Raj Dulari,1988,,,,,Dinesh Thakur,,,
Rama O Rama,1988,,"Action, Drama, Romance",5.4,18,H.M. Mirza,Mahrukh Mirza,Shahrukh Mirza,Raj Babbar
Ram-Avtar,1988,170 min,"Action, Drama, Romance",4.5,201,Sunil Hingorani,Sunny Deol,Anil Kapoor,Sridevi
Rampur Ki Sita,1988,,Action,,,Anuradha,Madhavi,Pandharibai,Ravi
Razia,1988,,Romance,,,Braj Bhushan,Suraj Chaddha,Iftekhar,Anita Kanwar
Return of Robin Hood,1988,80 min,Drama,7,27,Tapan Sinha,Anil Chatterjee,Utpal Dutt,Rabi Ghosh
Rihaee,1988,158 min,Drama,6.7,75,Aruna Raje,Vinod Khanna,Hema Malini,Naseeruddin Shah
Rolling in Money,1988,139 min,Comedy,6.9,365,Kawal Sharma,Naseeruddin Shah,Poonam Dhillon,Mandakini
Roshni,1988,,Documentary,,,Bhimsain,,,
Rukhsat,1988,,Romance,7.2,46,Simi Garewal,Mithun Chakraborty,Simi Garewal,Marc Zuber
Saahil,1988,,Drama,,,,,,
Saazish,1988,,Action,5,44,Rajkumar Kohli,Raaj Kumar,Mithun Chakraborty,Dimple Kapadia
Sagar Sangam,1988,120 min,Drama,6.4,27,Dulal Guha,Mithun Chakraborty,Shatrughan Sinha,Padmini Kolhapure
Salaam Bombay!,1988,113 min,"Crime, Drama",8,"8,801",Mira Nair,Shafiq Syed,Anjaan,Amrit Patel
Sapno Ki Rani,1988,,Romance,,,Shashilal K. Nair,Abhilasha,Uma Maheshwari,
Shahenshah,1988,175 min,"Action, Adventure",6.3,"1,945",Tinnu Anand,Amitabh Bachchan,Meenakshi Sheshadri,Rohini Hattangadi
Sherni,1988,,"Action, Drama",4.6,45,Harmesh Malhotra,Birbal,Jagdeep,Kader Khan
Shesh,1988,,,,,Amit Khanna,Gopi Desai,Anita Kanwar,Ranjana
Shiv Ganga,1988,137 min,Drama,,,Satish Kumar,Biswajit Chatterjee,Ahalya,Dara Singh
Shiva Shakti,1988,153 min,"Action, Crime, Drama",4.7,29,Anand,Shatrughan Sinha,Govinda,Anita Raj
Shoorveer,1988,147 min,Drama,5,8,Shyam Ralhan,Rajan Sippy,Mandakini,Deepti Naval
Shri Datta Darshan,1988,159 min,Drama,,,Kamalakara Kameshwara Rao,Sarvadaman Banerjee,Ranganath,Sivakrishna
Shukriyaa,1988,,"Drama, Romance",,,A.C. Trilogchander,Rajiv Kapoor,Amrita Singh,Asrani
Sila,1988,,Drama,,,B.R. Ishara,Raj Kiran,Priya Tendulkar,Sadashiv Amrapurkar
Siyasat,1988,,Action,3.1,15,Mahesh Bhatt,Neelam Kothari,,
Som Mangal Shani,1988,,Action,,,S.R. Pratap,Hemant Birje,Shehzad Khan,Sood Upendra
Sone Pe Suhaaga,1988,163 min,"Action, Family",4.8,90,K. Bapaiah,Jeetendra,Dharmendra,Nutan
Soorma Bhopali,1988,153 min,Comedy,5.6,60,Jagdeep,Jagdeep,Agha,Amitabh Bachchan
Subah Hone Tak,1988,,Drama,,,Sandeepan V. Kant,Pallavi Joshi,Guddi Maruti,Sangeeta Naik
Tamacha,1988,165 min,"Action, Romance",4,50,Ramesh Ahuja,Jeetendra,Rajinikanth,Amrita Singh
Tamas,1988,298 min,Drama,,,Govind Nihalani,Uttara Baokar,A.K. Hangal,Pankaj Kapur
Tapash,1988,,Drama,,,M R Sethi,,,
Tawaif Ki Beti,1988,,Drama,,,K.S. Thaliya,Leena Das,Vicky Khan,Shavinder Mahal
Tera Naam Mera Naam,1988,,Romance,,,Ramesh Talwar,Suparna Anand,Tanvi Azmi,Shafi Inamdar
Tezaab,1988,173 min,"Action, Drama, Romance",7,"2,026",N. Chandra,Anil Kapoor,Madhuri Dixit,Anupam Kher
The Deceivers,1988,102 min,"Adventure, Crime, Drama",6.1,944,Nicholas Meyer,Pierce Brosnan,Saeed Jaffrey,Shashi Kapoor
Tohfa Mohabbat Ka,1988,150 min,"Drama, Romance",5.5,30,Ram Govind,Preeti Ganguli,Ram Govind,Govinda
Trishagni,1988,114 min,Drama,7.3,63,Nabendu Ghosh,Nana Patekar,Pallavi Joshi,Alok Nath
Udbhav,1988,,,,,T.S. Ranga,Pranay Agrawal,Mamta Rao,
Uttejna,1988,,Drama,,,Ashok Vazirani,Arun Bali,Vipin Bhatia,Priti Khare
Vaasna Ke Aag,1988,,Thriller,,,Jainendra,Huma Khan,Upasna Khosla,
Vaasna Ki Bookh,1988,,Thriller,,,Bhagyalakshmi,Chitra,Mohanlal,Balan K. Nair
Vaishali,1988,133 min,"Musical, Drama, Romance",7.7,373,Bharathan,Sanjay Mitra,Suparna Anand,Geetha
Vasudha,1988,,Drama,,,,,,
Vasundhara,1988,,Drama,,,Ashok Ahuja,Rajesh,,
Veerana,1988,135 min,"Action, Drama, Horror",6.6,718,Shyam Ramsay,Tulsi Ramsay,Jasmin,Hemant Birje
Vijay,1988,172 min,"Action, Drama, Romance",5.6,219,Yash Chopra,Anil Kapoor,Rajesh Khanna,Rishi Kapoor
Waaris,1988,150 min,Drama,6.7,142,Ravindra Peepat,Smita Patil,Amrita Singh,Raj Babbar
Waqt Ki Awaz,1988,156 min,"Action, Crime, Drama",6.3,97,K. Bapaiah,Vikas Anand,Asrani,Mithun Chakraborty
Woh Mili Thi,1988,,Thriller,,,Dilip Bose,Samir Chowdhury,Azeem Malik,Vinod Mehra
Woh Phir Aayegi,1988,,"Horror, Mystery, Thriller",6.2,48,B.R. Ishara,Rajesh Khanna,Farha Naaz,Moon Moon Sen
Yadon Ka Bazar,1988,,Action,,,Ram Prasad Sharma,Dharmendra,Vikram Makandar,Neeta Mehta
Yateem,1988,173 min,"Action, Drama",6.3,197,J.P. Dutta,Sunny Deol,Farha Naaz,Danny Denzongpa
Yeh Pyar Nahin,1988,,,,,Salim Khan Ding-Dong,Vinod Kapoor,Huma Khan,Pushpa Soni
Yeh Such Hai,1988,,Documentary,,,Atma Ram,,,
Zakhmi Aurat,1988,132 min,"Drama, Thriller",6.2,59,Avtar Bhogal,Dimple Kapadia,Raj Babbar,Anupam Kher
Zalzala,1988,169 min,"Action, Adventure",6,78,Harish Shah,Dharmendra,Karan Kapoor,Shatrughan Sinha
Zanjeeren,1988,,Action,,,Ravi Tandon,Nitish Bharadwaj,Salim Ghouse,Vikram Gokhale
Zinda Jala Doonga,1988,,Action,,,Kiran Kumar,,,
Zindagi Ek Safar,1988,120 min,"Documentary, Biography, Musical",8.2,33,Sandip Ray,Kishore Kumar,Amitabh Bachchan,Asha Bhosle
Zulm Ko Jala Doonga,1988,,Action,4.6,11,Mahendra Shah,Naseeruddin Shah,Sumeet Saigal,Suparna Anand
Zulmi Shikari,1988,,Action,,,,,,
108 Teerthyatra,1987,,"Comedy, Drama, Fantasy",,,Rajpati,Pravin Anand,Nayan Bhatt,Jeetu
7 Saal Baad,1987,127 min,"Drama, Horror, Musical",4.1,34,S.U. Syed,Sharmila Tagore,Suresh Oberoi,Navin Nischol
Aag Hi Aag,1987,170 min,Action,5.3,93,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee
Aage Mod Hai,1987,,,,,Ajit,Raja Bundela,Uday Chandra,Geeta Khanna
Aaj,1987,116 min,Drama,5.5,281,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran
Ahsaan,1987,150 min,,,,Balwant Dullat,Smita Patil,Raj Babbar,Amjad Khan
Amshini,1987,,Drama,,,Krishnan Kartha,Marcus Bartley,Seema Biswas,Venu Gopal
Andhaa Yudh,1987,,"Drama, Thriller",7.3,72,Dayal Nihalani,Raj Babbar,Vyjayanti Chavan,Vaishali Dandekar
Anjaam,1987,136 min,Thriller,5.3,12,T. Hariharan,Rajan Sippy,Parijat,Shashi Kapoor
Apne Apne,1987,,"Drama, Family",6,27,Ramesh Behl,Jeetendra,Rekha,Karan Shah
Apne Apne Sanskar,1987,,Drama,,,Indrasen Singh,Shekhar Suman,,
Aulad,1987,,Drama,5.9,117,Vijay Sadanah,Jeetendra,Jaya Prada,Sridevi
Avam,1987,156 min,"Adventure, Mystery, Thriller",5.7,58,B.R. Chopra,Rajesh Khanna,Ashok Kumar,Smita Patil
Badhu Nirupama,1987,146 min,Drama,6.9,7,Jugal Debata,Isha Bebarta,Debu Bose,Anu Choudhury
Badla Aurat Ka,1987,,Action,,,Sarath Babu,Silk Smitha,,
Badla Nagin Ka,1987,,Fantasy,,,M. Shankar,Jivita,Padmini,Rajiv
Bandhani,1987,,,,,Ketan Mehta,,,
Banno,1987,,,,,Arun Govil,Madan Jain,Sadhana Singh,Jayshree T.
Bargad Dada,1987,,Drama,,,Nishi Bahl,Biswajit,Mihir Das,Kalyani
Besahara,1987,,Drama,,,B.R. Ishara,Rajan Sippy,Vidyashree,Priya Tendulkar
Bihari Gunda,1987,,Action,5,6,S.P. Muthuraman,Raghuvaran,Rajinikanth,Roobini
Cheti Ka Poster,1987,,Drama,,,R S Vikal,Ravi Baswani,Raja Bundela,Vasant Josalkar
Chhakke Panje,1987,,Comedy,6.5,13,V.K. Naik,Priyadarshini,Nayana Apte,Master Bhagwan
Dacait,1987,158 min,"Action, Drama",6.5,270,Rahul Rawail,Rakhee Gulzar,Sunny Deol,Meenakshi Sheshadri
Dadagiri,1987,,"Action, Crime, Drama",5.5,51,Deepak S. Shivdasani,Rati Agnihotri,Rakesh Bedi,Mohan Choti
Dak Bangla,1987,,Horror,5.2,72,Keshu Ramsay,Aaloka,Bhakti Bhansali,Leena Das
Daku Chandi Rani,1987,,Action,,,P C Reddy,Kavita,Suman,
Daku Hasina,1987,,"Action, Drama",5.5,31,Ashok Roy,Zeenat Aman,Rajinikanth,Pradeep Kumar
Daku Raja,1987,,Action,,,Kodanda Rami Reddy A.,Chiranjeevi,Radha,Silk Smitha
Daku Rani Talwarwali,1987,,Action,,,Suresh Kumar,K.R. Vijaya,,
Dance Dance,1987,153 min,"Action, Drama, Musical",6.1,267,Babbar Subhash,Mithun Chakraborty,Smita Patil,Mandakini
Daraar,1987,,Action,2.6,13,Raj Bharat,Amala Akkineni,Raj Babbar,Kiran Kumar
Debshishu,1987,100 min,Drama,7.5,22,Utpalendu Chakrabarty,Bijoy Dey,Noni Ganguly,Rohini Hattangadi
Deewana Tere Naam Ka,1987,97 min,"Drama, Romance",5,25,Deepak Bahry,Mithun Chakraborty,Vijayata Pandit,Danny Denzongpa
Dharti Ki Kasam,1987,,Action,,,Sonika Gill,Jainendra,Daljit Kaur,Sabeeha
Dil Tujhko Diya,1987,127 min,Romance,5,22,Rakesh Kumar,Kumar Gaurav,Rati Agnihotri,Mala Sinha
Diljalaa,1987,140 min,"Action, Drama",5.1,23,Bapu,Jackie Shroff,Farha Naaz,Tanuja
Dilruba Tangewali,1987,,Action,,,S.R. Pratap,Hemant Birje,Deva,Krishna
Dozakh,1987,,Drama,,,Suhaas Khandke,Suhaas Khandke,Pallavi Bhatt,Pallavi Dutt
Duniya Paagal Hai,1987,,Comedy,,,,,,
Ee Nootandile Maha Rogam,1987,,,,,N. Sankaran Nair,Captain Raju,Anuradha,Jayamalini
Ek Aasman Kai Dishayen,1987,,Action,6.6,16,Kamal Batra,Rajesh Seth,S.M. Zaheer,Chanda
Ek Aur Itihas,1987,,,,,Prakash Jha,,,
Ek Aur Khoon,1987,,Horror,,,Ramesh Bedi,Seema Deo,Ashok Kalra,Mohan Kothivan
Ek Chor Ek Hasina,1987,,Drama,5.3,10,K. Raghavendra Rao,Sridevi,Krishna Ghattamaneni,
Ek Ghat Ki Kahani,1987,,Documentary,6.9,8,Goutam Ghose,,,
Ek Musafir,1987,,Drama,,,Kavi Raz,Barbara Heels,Rajesh Panday,Kavi Raz
Faqeer Badshah,1987,,Action,,,Subhash,Danny Denzongpa,Roma Manik,Deepika Chikhalia
Ghar Ka Sukh,1987,94 min,"Drama, Family",6.6,11,Kalpataru,Shoma Anand,Bharat Bhushan,Sudhir Dalvi
Goraa,1987,,"Action, Drama",4.9,16,Desh Gautam,Rajesh Khanna,Sulakshana Pandit,Raj Kiran
Hamari Jung,1987,,Action,,,Rajesh Bahaduri,Mohan Choti,Nalin Dave,Firoz Irani
Hawalaat,1987,,"Action, Crime, Drama",5.8,43,Surendra Mohan,Rishi Kapoor,Mandakini,Mithun Chakraborty
Hifazat,1987,136 min,"Drama, Family",5.4,140,Prayag Raj,Ashok Kumar,Nutan,Anil Kapoor
Himmat Aur Mehanat,1987,137 min,"Action, Comedy, Drama",5,43,K. Bapaiah,Jeetendra,Sridevi,Asrani
Hiraasat,1987,180 min,"Action, Crime, Drama",5.4,33,Surendra Mohan,Hema Malini,Shatrughan Sinha,Mithun Chakraborty
Hukumat,1987,130 min,"Action, Drama",6.1,140,Anil Sharma,Dharmendra,Rati Agnihotri,Shammi Kapoor
Imaandaar,1987,152 min,"Action, Crime, Drama",5.4,62,Sushil Malik,Vikas Anand,Birbal,Chandrashekhar
Inaam Dus Hazaar,1987,,"Action, Thriller",6,142,Jyotin Goel,Sanjay Dutt,Meenakshi Sheshadri,Amrish Puri
Insaaf,1987,,"Action, Drama",6.7,68,Mukul Anand,Vinod Khanna,Dimple Kapadia,Suresh Oberoi
Insaf Ki Pukar,1987,,"Action, Drama",5.2,32,Rama Rao Tatineni,Dharmendra,Jeetendra,Anita Raj
Insaniyat Ke Dushman,1987,145 min,Action,4.6,52,Rajkumar Kohli,Dharmendra,Shatrughan Sinha,Anita Raj
Itihaas,1987,138 min,"Drama, Family",5,34,V. Joshi,Raaj Kumar,Shabana Azmi,Rati Agnihotri
Jaago Hua Savera,1987,,Drama,,,Shaukat Jamali,Shoma Anand,A.K. Hangal,Rohini Hattangadi
Jaan Hatheli Pe,1987,160 min,Action,5.6,48,Raghunath Jhalani,Dharmendra,Jeetendra,Hema Malini
Jalwa,1987,134 min,"Action, Thriller",6.6,149,Pankaj Parashar,Naseeruddin Shah,Archana Puran Singh,Tejeshwar Singh
Jawab Hum Denge,1987,135 min,Action,5.6,37,Vijay Reddy,Jackie Shroff,Sridevi,Shatrughan Sinha
Jawan Mard,1987,,Action,,,Hameed Alam,Sonika Gill,Ayesha Jalil,Jafer Ali Khan
Jawani Ke Jalwe,1987,97 min,Thriller,,,Abhilasha,Pratap Chandra,,
Jawani Ki Pyas,1987,,Thriller,,,N. Sankaran Nair,Anuradha,Janardanan,Jaya Mala
Kaadhal Parisu,1987,143 min,"Drama, Romance",6.1,97,A. Jagannathan,Kamal Haasan,Radha,Ambika
Kaamaagni,1987,134 min,"Drama, Music",4.6,7,Ashok Kumar,Sushma Ahuja,Tina Ambani,Leena Das
Kaash,1987,140 min,Drama,6.3,197,Mahesh Bhatt,Jackie Shroff,Dimple Kapadia,Master Makrand
Kachchi Jawani,1987,95 min,Thriller,,,Kapil Dev,Kapil Karzan,Ragini,Swapna
Kachchi Kali,1987,,Drama,,,K.R. Rangan,Sonika Gill,Kapil Karzan,Ajinkya Deo
Kal Nahin Aaj,1987,,Drama,,,,,,
Kali Dada,1987,,Action,,,Bhanupriya,Charan Raj,,
Kalyug Aur Ramayan,1987,,Drama,4.4,53,Babubhai Mistry,Manoj Kumar,Rajiv Goswami,Madhavi
Kanoon Kanoon Hai,1987,,Action,,,Parveen Bala,Ramesh Deo,Kalpana Iyer,Jamuna
Kaun Jeeta Kaun Haara,1987,119 min,"Comedy, Drama",5.9,29,Rakesh Kumar,Tinnu Anand,Amitabh Bachchan,Bhavana Balsawar
Kaun Kitney Pani Mein,1987,,"Action, Thriller",6.4,33,Shibu Mitra,Mahendra Sandhu,Brahmachari,Mohan Choti
Khazana,1987,,"Action, Crime, Drama",5.1,27,Harmesh Malhotra,Randhir Kapoor,Rekha,Bindu
Khooni Darinda,1987,,Horror,,,Dhirubhai Daxini,Master Bhagwan,Abhi Bhattacharya,Mohan Choti
Khooni Mahal,1987,,Horror,5.8,36,Mohan Bhakri,Raj Kiran,Shoma Anand,Javed Khan
Khooni Maut,1987,,Horror,,,Jayamala,Mohan,Pallavi,
Khudgarz,1987,158 min,Drama,5.8,293,Rakesh Roshan,Jeetendra,Shatrughan Sinha,Bhanupriya
Kudrat Ka Kanoon,1987,150 min,Mystery,5.1,46,K.C. Bokadia,S.A. Chandrashekhar,Beena Banerjee,Ramesh Deo
Loha,1987,153 min,"Action, Drama, Thriller",6,217,Raj N. Sippy,Dharmendra,Shatrughan Sinha,Karan Kapoor
Maa Baap,1987,,Drama,,,Arun Bhatt,Kishore Vyas,Asrani,Narendra Nath
Maashuka,1987,,Romance,,,Arati Bhattacharya,Moon Moon Sen,Arun Govil,Zarina Wahab
Madadgaar,1987,,"Action, Crime, Drama",5.2,12,Ramesh Puri,Jeetendra,Sulakshana Pandit,Aruna Irani
Maha Yatra,1987,123 min,"Drama, Thriller",,,Goutam Ghose,Mohan Agashe,Kalyan Chatterjee,Vasant Choudhury
Mahananda,1987,130 min,Romance,7.6,21,Mohan Kavia,Moushumi Chatterjee,Farooq Shaikh,Shreeram Lagoo
Maharog,1987,,Romance,,,,,,
Main Aur Tum,1987,,Thriller,6,9,Brando Bakshi,Sonika Gill,Om Shivpuri,
Main Hoon Aflatoon,1987,,Action,4.3,6,Ambarish,Juhi Chawla,V. Ravichandran,Vishnuvardhan
Majaal,1987,180 min,Drama,5.1,32,K. Bapaiah,Sadashiv Amrapurkar,Vikas Anand,Asrani
Mard Ki Zabaan,1987,,Action,4.5,20,K. Bapaiah,Dharmendra,Jackie Shroff,Poonam Dhillon
Mardon Mein Mard,1987,,Action,,,Kukoo Kapoor,Archana Joglekar,Goga Kapoor,Shakti Kapoor
Marte Dam Tak,1987,155 min,"Action, Drama",4.9,108,Mehul Kumar,Raaj Kumar,Govinda,Farha Naaz
Maut Ki Ghati,1987,,Action,,,K.S.R. Das,Anuradha,Jayamalini,Bheema Raju
Mera Karam Mera Dharam,1987,,Drama,5.5,27,Dulal Guha,Dharmendra,Moushumi Chatterjee,Johnny Walker
Mera Lahoo,1987,,"Action, Crime, Drama",5.4,39,Veerendra,Birbal,Sunil Dhawan,Govinda
Mera Suhag,1987,138 min,"Drama, Family",,,Ajay Sharma,Rati Agnihotri,Pankaj Dheer,Deepti Naval
Mera Yaar Mera Dushman,1987,,Musical,4.3,9,Anil Ganguly,Beena Banerjee,Master Bhagwan,Ardhendu Bose
Mit Jayenge Mitane Wale,1987,,Action,3.2,12,Kamal Mehra,Krishna A.R.,Danny Denzongpa,Dharmendra
Mohre,1987,104 min,"Drama, Mystery",5.3,75,Raghuvir Kul,Nana Patekar,Madhuri Dixit,Sadashiv Amrapurkar
Moti Veerana Chowk,1987,151 min,Drama,,,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,,
Mr. India,1987,179 min,"Action, Comedy, Drama",7.8,"14,451",Shekhar Kapur,Anil Kapoor,Sridevi,Amrish Puri
Mr. X,1987,120 min,Fantasy,7,5,Khwaja Ahmad Abbas,Amol Palekar,Shabana Azmi,Tom Alter
Muqaddar Ka Faisla,1987,171 min,"Action, Comedy, Drama",4.8,48,Prakash Mehra,Raaj Kumar,Rakhee Gulzar,Raj Babbar
Naag Mani,1987,127 min,Thriller,,,P.S. Prakash,Anuradha,Aruna,Jayamalini
Naagphani (Cactus),1987,,Drama,,,Madhuri,Sudhir Pandey,Lalita Pawar,Mahesh Raaj
Naam O Nishan,1987,129 min,"Thriller, Action",4.3,34,Ajay Kashyap,Shashi Kapoor,Sanjay Dutt,Amrita Singh
Nafrat,1987,,Action,,,Anup Malik,Shoma Anand,Arun Govil,Mazhar Khan
Nagin Aur Nagina,1987,,Drama,,,Ambika,Madhavi,,
Nazrana,1987,,Romance,6.2,90,Ravi Tandon,Rajesh Khanna,Sridevi,Priti Sapru Walia
Nirmaan,1987,,Drama,,,Subhash Gupta,Brij Naqta,Lalit Parimoo,Sanjeev Puri
Param Dharam,1987,125 min,"Action, Crime, Drama",5.9,22,Swaroop Kumar,Rakesh Bedi,Mithun Chakraborty,Moushumi Chatterjee
Parivaar,1987,,"Drama, Family",7,51,Shashilal K. Nair,Mithun Chakraborty,Meenakshi Sheshadri,Shakti Kapoor
Pati Paisa Aur Pyar,1987,,Drama,,,D.S. Sandhu,Shoma Anand,Darshan Arora,Bharat Bhushan
Permission,1987,137 min,"Drama, Musical, Romance",8.3,"1,391",Gulzar,Rekha,Naseeruddin Shah,Anuradha Patel
Pratighaat,1987,164 min,"Action, Crime, Drama",7,71,N. Chandra,Sujata Mehta,Arvind Kumar,Charan Raj
Pyaar Karke Dekho,1987,144 min,"Drama, Family",6.4,58,D. Rajendra Babu,Govinda,Mandakini,Kader Khan
Pyaar Ke Do Chaar Din,1987,,"Drama, Romance",,,Birbal,Brahmachari,Ajit Singh Deol,Jagminder
Pyar Ke Kabil,1987,187 min,"Drama, Family, Romance",5.6,51,Anil Ganguly,Rishi Kapoor,Padmini Kolhapure,Asha Sachdev
Pyar Ki Jeet,1987,146 min,"Comedy, Drama, Musical",7.4,37,Saawan Kumar Tak,Shashi Kapoor,Vinod Mehra,Rekha
Raahee,1987,,"Action, Crime, Drama",5.5,15,Raman Kumar,Sanjeev Kumar,Shatrughan Sinha,Smita Patil
Raaj Dulara,1987,,Comedy,,,Nayan Bhatt,C.S. Dubey,Chetan Hansraj,Yasmin Khan
Raat Ke Andhere Mein,1987,110 min,"Horror, Mystery",4.3,9,Vinod Talwar,Javed Khan,Deepika Chikhalia,Dipika
Raja Mariyathai,1987,,Drama,,,Karhitk Ragjhunath,Shivaji Ganesan,Janakaraj,Karthik
Rajlakshmi,1987,,"Drama, Romance",,,Praveen Nischol,Farooq Shaikh,Sujata Mehta,Ashwini Bhave
Raudi the Super Hero,1987,,Action,,,Doraswamy Raju,Amala Akkineni,Nagarjuna Akkineni,Jayasudha
Rhino,1987,103 min,"Adventure, Drama",,,Shashank Shanker,Vinod Arora,Nirmal Banerjee,Deepak Chakravarti
Sab Se Badi Adalat,1987,,Drama,,,Surinder Suri,Vijayendra Ghatge,Simple Kapadia,Bharat Kapoor
Sadak Chhap,1987,,"Crime, Drama",4.2,26,Anil Ganguly,Jackie Shroff,Padmini Kolhapure,Richa Sharma
Sansar,1987,,Drama,6.9,166,Rama Rao Tatineni,Rekha,Raj Babbar,Anupam Kher
Satyamev Jayate,1987,,"Action, Drama",6.7,94,Raj N. Sippy,Vinod Khanna,Meenakshi Sheshadri,Madhavi
Setu,1987,,Documentary,,,Bhimsain,,,
