Movie,Years,Duration,Genre,Rating,Unnamed: 5,Actor_1,Actor_2,Actor_3,Actor_4
Tanu Weds Manu,2011,113 min,"Comedy, Drama, Romance",6.8,"13,804",Aanand L. Rai,Madhavan,Kangana Ranaut,Jimmy Sheirgill
Tell Me O Kkhuda,2011,125 min,"Action, Crime, Drama",2.5,351,Hema Malini,Dharmendra,Vinod Khanna,Rishi Kapoor
Tere Mere Phere,2011,120 min,"Comedy, Drama, Romance",5.3,243,Deepa Sahi,Vinay Pathak,Riya Sen,Jagrat Desai
Thank You,2011,125 min,Comedy,4.7,"5,433",Anees Bazmee,Akshay Kumar,Sonam Kapoor,Bobby Deol
The Artist,2011,100 min,Thriller,6.4,9,Sunil Prem Vyas,Mamta Bhatia,Sunil Prem Vyas,
The Dancing God - Shiva,2011,95 min,Animation,3.7,,,,,
The Dirty Picture,2011,144 min,"Biography, Comedy, Drama",6.6,"8,931",Milan Luthria,Vidya Balan,Emraan Hashmi,Tusshar Kapoor
The Great Indian Marriage Bazaar,2011,60 min,"Documentary, Drama, News",6.5,14,Ruchika Muchhala,Faiza Ahmad Khan,,
The Idiotmaker's Gravity Tour,2011,106 min,"Comedy, Drama",6.4,27,Daniel Kremer,William Cully Allen,K.J. Linhein,Alanna Blair
The Murderer: Hamilton Palace,2011,108 min,"Action, Mystery",4,10,Raj N. Sippy,Mimoh Chakraborty,Milind Gunaji,Shakti Kapoor
The Train,2011,133 min,Drama,4.4,133,Jayaraaj,Mammootty,Sheena Chohan,Sabitha Jayaraaj
Trade of a Eunuch,2011,50 min,"Documentary, Biography, Drama",8.7,,Piyush Saxena,,,
Trapped in Tradition: Rivaaz,2011,107 min,"Crime, Drama, Thriller",5.3,89,Ashok Nanda,Deepti Naval,Vijay Raaz,Meghna Naidu
Trishna,2011,117 min,Drama,6,"3,021",Michael Winterbottom,Freida Pinto,Riz Ahmed,Mita Vashisht
Tum Ho Yaara,2011,135 min,Drama,3.9,24,Dr. Jay,Natty Kumar,Ganesh Venkatraman,Kalpana Pandit
Turning 30!!!,2011,121 min,"Comedy, Drama, Romance",5.1,369,Alankrita Shrivastava,Gul Panag,Purab Kohli,Sid Makkar
U R My Jaan,2011,140 min,Romance,5.8,95,Aron Govil,Mikaal,Preeti Soni,Himani Shivpuri
Utt Pataang,2011,120 min,"Comedy, Drama",6,306,Srikanth Velagaleti,Vinay Pathak,Saurabh Shukla,Mahie Gill
Vedi,2011,132 min,"Action, Thriller",3.7,311,Prabhu Deva,Sophiya Chaudhary,Poonam Kaur,Cell Murugan
Veettilekkulla Vazhi,2011,95 min,"Drama, Family",6.7,165,Bijukumar Damodaran,Prithviraj Sukumaran,Indrajith Sukumaran,Govardhan B.K
Vellore Maavattam,2011,144 min,Action,6,26,R.N.R. Manohar,Shamna Kasim,G.M. Kumar,Mayilsamy
Vikalp,2011,130 min,"Crime, Drama, Mystery",6.1,15,Sachin P. Karande,Pankaj Berry,Kranti Prakash Jha,Abhay Joshi
Vishnuvardhana,2011,169 min,"Action, Comedy, Thriller",7.2,636,Pon Kumaran,Sudeep,Bhavana,Priyamani
Who's There?,2011,130 min,"Horror, Thriller",3.9,15,Ejaz Ahmed,Rajbeer Singh,Kalpana Mathur,Gagan Kang
Ye Stupid Pyar,2011,106 min,Romance,4.6,10,Jain Rakesh,Jatin Khurana,Noopur Patwardhan,Akansha
Yeh Dooriyan,2011,107 min,"Drama, Romance",4.7,86,Deepshikha Nagpal,Deepshikha Nagpal,Inder Kumar,Delnaaz Irani
Yeh Saali Zindagi,2011,130 min,"Crime, Drama, Thriller",7.5,"4,489",Sudhir Mishra,Irrfan Khan,Chitrangda Singh,Arunoday Singh
Zindagi Na Milegi Dobara,2011,155 min,"Comedy, Drama",8.2,"70,344",Zoya Akhtar,Hrithik Roshan,Farhan Akhtar,Abhay Deol
Zokkomon,2011,109 min,"Action, Adventure, Family",4,351,Satyajit Bhatkal,Darsheel Safary,Anupam Kher,Manjari Fadnnis
...And Once Again,2010,105 min,Drama,6.9,,Amol Palekar,Rajat Kapoor,Rituparna Sengupta,Antara Mali
10ml LOVE,2010,87 min,"Comedy, Drama, Romance",6.3,162,Sharat Katariya,Neil Bhoopalam,Anusha Bose,Manu Rishi Chadha
A Flat,2010,103 min,"Drama, Horror, Romance",4.5,202,Hemant Madhukar,Jimmy Sheirgill,Sanjay Suri,Hazel Croney
Aakrosh,2010,115 min,"Action, Crime, Thriller",7,"3,464",Priyadarshan,Ajay Devgn,Akshaye Khanna,Bipasha Basu
Aashayein,2010,120 min,Drama,7.1,"1,259",Nagesh Kukunoor,John Abraham,Anaitha Nair,Girish Karnad
Accident on Hill Road,2010,105 min,"Crime, Drama, Thriller",4,284,Mahesh Nair,Farooq Shaikh,Celina Jaitly,Abhimanyu Singh
Action Replayy,2010,129 min,"Comedy, Romance, Sci-Fi",4.2,"5,814",Vipul Amrutlal Shah,Akshay Kumar,Aishwarya Rai Bachchan,Aditya Roy Kapoor
Ada... A Way of Life,2010,120 min,"Action, Crime, Drama",3.6,49,Tanvir Ahmad,Ayaan Ahmad,Ayesha Jhulka,Rahul Roy
Adhurs,2010,150 min,"Action, Comedy, Thriller",6.8,"2,393",V.V. Vinayak,N.T. Rama Rao Jr.,Nayanthara,Sheela Kaur
Aisha,2010,126 min,"Comedy, Drama, Romance",5,"3,953",Rajshree Ojha,Sonam Kapoor,Abhay Deol,Amrita Puri
Allah Ke Banday,2010,123 min,"Action, Crime, Drama",6.1,303,Faruk Kabir,Varun Bhagwat,Virendra Giri,Vikram Gokhale
Anjaana Anjaani,2010,151 min,"Comedy, Drama, Musical",5.8,"6,416",Siddharth Anand,Priyanka Chopra Jonas,Aubrey K. Miller,Ranbir Kapoor
Apartment: Rent at Your Own Risk,2010,97 min,"Drama, Mystery, Thriller",3.5,231,Jag Mundhra,Rohit Roy,Tanushree Dutta,Neetu Chandra
Arohan,2010,126 min,"Drama, Family, Music",5.3,9,Pinaki Chaudhuri,Rituparna Sengupta,Samadarshi Dutta,Soumitra Chatterjee
Ashok Chakra: Tribute to Real Heroes,2010,86 min,Action,4.8,8,S.P. Muneshwar,Rajan Verma,Sudesh Berry,Arun Bakshi
Atithi Tum Kab Jaoge?,2010,155 min,Comedy,6.4,"5,383",Ashwani Dhir,Ajay Devgn,Konkona Sen Sharma,Paresh Rawal
Autumn,2010,96 min,Drama,6.4,223,Aamir Bashir,Mohammad Amir Naji,Shahnawaz Bhat,Shamim Basharat
Badmaa$h Company,2010,142 min,"Comedy, Crime, Drama",6,"6,466",Parmeet Sethi,Shahid Kapoor,Anushka Sharma,Meiyang Chang
Band Baaja Baaraat,2010,139 min,"Comedy, Drama, Romance",7.2,"15,583",Maneesh Sharma,Ranveer Singh,Anushka Sharma,Ranjit Batra
Benny and Babloo,2010,123 min,"Comedy, Drama",6.1,349,Yunus Sajawal,Kay Kay Menon,Rajpal Yadav,Aasif Sheikh
Bhavnao Ko Samjho,2010,114 min,"Action, Comedy, Drama",4.3,76,Sunil Pal,Madhu Acharya,Nitin Anand,Dinesh Bawara
Bhoot and Friends,2010,133 min,"Animation, Action, Adventure",5.8,96,Karanjeet Saluja,Nishikant Dixit,Ashish Kattar,Faiz Khan
Bhunsaara,2010,77 min,"Drama, Romance",8.5,,,,,
Bird Idol,2010,100 min,Animation,4.3,7,Jyotin Goel,,,
Bohlol Dana - A Sage of Baghdad,2010,117 min,History,8.2,6,Abdul Qayyoom Khan,,,
Break Ke Baad,2010,118 min,"Comedy, Drama, Romance",5.2,"4,033",Danish Aslam,Deepika Padukone,Shahana Goswami,Sharmila Tagore
Bumm Bumm Bole,2010,124 min,"Drama, Family, Thriller",6.1,616,Priyadarshan,Atul Kulkarni,Rituparna Sengupta,Darsheel Safary
Chance Pe Dance,2010,122 min,"Comedy, Drama, Music",4.7,"2,805",Ken Ghosh,Shahid Kapoor,Genelia D'Souza,Mohnish Bahl
Chase,2010,103 min,"Action, Crime, Drama",4.9,87,Jag Mundhra,Anuj Saxena,Udita Goswami,Tarina Patel
Chintu Skool,2010,92 min,"Animation, Drama, Fantasy",8.2,,Sheshagiri Yelameli,,,
City of Gold - Mumbai 1982: Ek Ankahee Kahani,2010,145 min,"Crime, Drama",6.8,355,Mahesh Manjrekar,Sachin Khedekar,Seema Biswas,Ankush Chaudhari
Click,2010,127 min,"Drama, Horror, Mystery",3.5,317,Sangeeth Sivan,Shreyas Talpade,Sada,Sneha Ullal
Crook: It's Good to Be Bad,2010,121 min,"Action, Drama, Thriller",5.1,"1,965",Mohit Suri,Emraan Hashmi,Neha Sharma,Arjan Bajwa
Daayen Ya Baayen,2010,115 min,"Comedy, Drama, Family",6.3,146,Bela Negi,Deepak Dobriyal,Manav Kaul,Badrul Islam
Dabangg,2010,126 min,"Action, Comedy, Crime",6.2,"30,194",Abhinav Kashyap,Salman Khan,Sonakshi Sinha,Sonu Sood
Dhobi Ghat,2010,100 min,Drama,7,"12,695",Kiran Rao,Prateik,Monica Dogra,Kriti Malhotra
Do Dooni Chaar,2010,112 min,"Comedy, Drama",7.5,"5,232",Habib Faisal,Rishi Kapoor,Neetu Singh,Aditi Vasudev
Dreaming Taj Mahal,2010,51 min,Documentary,7.4,,Nirmal Chander,,,
Dulha Mil Gaya,2010,152 min,"Comedy, Drama, Romance",4.2,"2,487",Mudassar Aziz,Sushmita Sen,Fardeen Khan,Ishita Sharma
Dunno Y Na Jaane Kyun...,2010,137 min,"Drama, Romance",3.7,143,Sanjay Sharma,Zeenat Aman,Kabir Bedi,Hazel Croney
Dus Tola,2010,120 min,"Comedy, Drama",6.9,301,Ajoy Varma,Manoj Bajpayee,Aarti Chhabria,Pallavi Sharda
Ek Baar Mazaa Lijiye,2010,79 min,Romance,5.2,,Shashi Shekhar,Rehan Khan,Aman Khan,Riya Sharma
Fired,2010,87 min,Horror,4.4,261,Sajit Warrier,Rahul Bose,Dinesh Lamba,Nassar Abdulla
Golimar,2010,160 min,"Action, Crime, Thriller",5.9,506,Puri Jagannadh,Tottempudi Gopichand,Priyamani,Roja
Golmaal 3,2010,155 min,"Action, Comedy",5.5,"7,644",Rohit Shetty,Mithun Chakraborty,Ajay Devgn,Kareena Kapoor
Guru,2010,72 min,"Documentary, Drama",6.3,,Tamás Tóth,Vrajmohan Pathak,,
Guru Sishyan,2010,150 min,Romance,2.7,18,Sakthi Chidambaram,Amarasigamani,Shruti Marathe,Sathyaraj
Guzaarish,2010,126 min,"Drama, Romance",7.5,"17,631",Sanjay Leela Bhansali,Hrithik Roshan,Aishwarya Rai Bachchan,Shernaz Patel
Hello Darling,2010,104 min,"Comedy, Drama",2.7,115,Manoj Shidheshwari Tiwari,Gul Panag,Celina Jaitly,Isha Koppikar
Hello Hum Lallann Bol Rahe Hain,2010,130 min,"Comedy, Drama",6.3,132,Dilip Shukla,Rajpal Yadav,Preeti Mehra,Makarand Anaspure
Hello Zindagi,2010,125 min,"Drama, Family",6,13,Raja Unnithan,Kitu Gidwani,Milind Gunaji,Neena Gupta
Help,2010,109 min,"Horror, Thriller",4.3,358,Rajeev Virani,Bobby Deol,Mugdha Godse,Shreyas Talpade
Hide & Seek,2010,105 min,"Drama, Horror, Thriller",4.2,220,Shawn Arranha,Purab Kohli,Arjan Bajwa,Mrinalini Sharma
Hisss,2010,98 min,"Comedy, Drama, Horror",2.9,"1,661",Jennifer Lynch,Mallika Sherawat,Irrfan Khan,Jeff Doucette
Housefull,2010,144 min,"Comedy, Romance",5.5,"13,169",Sajid Khan,Akshay Kumar,Deepika Padukone,Riteish Deshmukh
Hum Tum Aur Ghost,2010,125 min,"Comedy, Drama, Fantasy",4.7,673,Kabeer Kaushik,Arshad Warsi,Dia Mirza,Boman Irani
I Am,2010,95 min,Drama,6.8,948,Onir,Juhi Chawla,Rahul Bose,Radhika Apte
I Am 24,2010,118 min,"Comedy, Romance",6,"1,185",Saurabh Shukla,Rajat Kapoor,Ranvir Shorey,Neha Dhupia
I Am Kalam,2010,88 min,"Comedy, Drama, Family",8,"3,895",Nila Madhab Panda,Nilamadhab Panda,Gulshan Grover,Harsh Mayar
I Hate Luv Storys,2010,129 min,"Comedy, Drama, Romance",5.6,"7,675",Punit Malhotra,Imran Khan,Sonam Kapoor,Sammir Dattani
Idiot Box,2010,131 min,"Comedy, Drama",4.5,38,Sunanda Mitra,Sushant Singh,Hrishitaa Bhatt,Milind Gunaji
In Camera,2010,78 min,Documentary,6.4,14,Ranjan Palit,,,
India inside Out,2010,79 min,"Documentary, News",1.3,,Anand Bhaskar-Rao,Jonathan Klein,Karuna Mayee,
Ishqiya,2010,118 min,"Comedy, Drama, Romance",7.3,"10,075",Abhishek Chaubey,Vidya Balan,Naseeruddin Shah,Arshad Warsi
Isi Life Mein...!,2010,139 min,"Comedy, Drama, Romance",5.4,391,Vidhi Kasliwal,Akshay Oberoi,Sandeepa Dhar,Mohnish Bahl
Iti Mrinalini: An Unfinished Letter...,2010,131 min,Drama,6.8,503,Aparna Sen,Konkona Sen Sharma,Anjan Dutt,Rajat Kapoor
Jaane Kahan Se Aayi Hai,2010,94 min,"Comedy, Drama, Fantasy",3.8,570,Milap Zaveri,Priyanka Chopra Jonas,Akshay Kumar,Jacqueline Fernandez
Jhootha Hi Sahi,2010,142 min,"Comedy, Drama, Romance",6.1,"1,870",Abbas Tyrewala,John Abraham,Paakhi A. Tyrewala,Raghu Ram
Kaalo,2010,79 min,"Action, Drama, Horror",3.3,260,Wilson Louis,Aditya Srivastav,Swini Khara,Aditya Lakhia
Kajraare,2010,112 min,"Crime, Drama, Romance",2.8,404,Pooja Bhatt,Himesh Reshammiya,Sara Loren,Amrita Singh
Karthik Calling Karthik,2010,135 min,"Drama, Mystery, Romance",7.1,"11,005",Vijay Lalwani,Farhan Akhtar,Deepika Padukone,Ram Kapoor
Khatta Meetha,2010,157 min,"Comedy, Crime, Drama",5.7,"9,891",Priyadarshan,Akshay Kumar,Trisha Krishnan,Kulbhushan Kharbanda
Khelein Hum Jee Jaan Sey,2010,168 min,"Action, Drama, History",5.8,"1,249",Ashutosh Gowariker,Abhishek Bachchan,Deepika Padukone,Sikandar Kher
Khichdi: The Movie,2010,120 min,"Comedy, Family",7.2,"2,238",Aatish Kapadia,Anang Desai,Supriya Pathak,Rajeev Mehta
Khuda Kasam,2010,160 min,"Action, Crime, Drama",3.2,100,K.C. Bokadia,Sunny Deol,Tabu,Beena Banerjee
Khuda Kushi,2010,70 min,Drama,2.6,,Rakesh Mehta,Sahil Ansari,Asif Khan,
Kites,2010,123 min,"Action, Drama, Romance",6.1,"12,605",Anurag Basu,Hrithik Roshan,Kabir Bedi,Bárbara Mori
Knock Out,2010,117 min,"Action, Crime, Drama",6,"2,096",Mani Shankar,Sanjay Dutt,Irrfan Khan,Kangana Ranaut
Krantiveer: The Revolution,2010,159 min,"Action, Crime, Drama",4.6,19,Mehul Kumar,Jahan Bloch,Samir Aftab,Aditya Rajput
Kushti,2010,121 min,Comedy,4.3,171,Rajeev Kumar,Rajpal Yadav,Nargis Bagheri,Om Puri
Laat Sahab,2010,143 min,"Drama, Family, Romance",7.1,,Dinesh Chaudhary,Sangeeta Choudhary,Kavita Joshi,Uttar Kumar
Lafangey Parindey,2010,126 min,"Action, Drama, Romance",5.2,"2,027",Pradeep Sarkar,Neil Nitin Mukesh,Deepika Padukone,Vijay Adhav
Lahore,2010,145 min,"Action, Drama, Sport",6.3,514,Sanjay Puran Singh Chauhan,Farooq Shaikh,Nafisa Ali,Aanaahad
Lamhaa: The Untold Story of Kashmir,2010,152 min,"Action, Drama, Thriller",5,626,Rahul Dholakia,Sanjay Dutt,Bipasha Basu,Kunal Kapoor
Lava Kusa: The Warrior Twins,2010,120 min,Animation,6.6,32,Dhavala Satyam,Natalie DP,Arun Govil,Robert Lang
Life Express,2010,125 min,Drama,4.4,47,Anup Das,Rituparna Sengupta,Kiran Janjani,Yashpal Sharma
"LSD: Love, Sex Aur Dhokha",2010,155 min,"Comedy, Crime, Drama",7.1,"5,376",Dibakar Banerjee,Nushrat Bharucha,Anshuman Jha,Neha Chauhan
Made in India,2010,95 min,Documentary,7.1,33,Rebecca Haimowitz,Vaishali Sinha,,
Malik Ek,2010,128 min,"Biography, Drama, History",6.6,23,Deepak Balraj Vij,Akanksha,Rana Jung Bahadur,Sudesh Berry
Mee Sindhutai Sapkal,2010,110 min,"Biography, Drama",6.9,126,Ananth Narayan Mahadevan,Jyoti Chandekar,Ameya Hunaswadkar,Neena Kulkarni
Memories in March,2010,104 min,Drama,7.2,442,Sanjoy Nag,Deepti Naval,Raima Sen,Rituparno Ghosh
Milenge Milenge,2010,109 min,"Drama, Romance",4.1,"1,739",Satish Kaushik,Kareena Kapoor,Shahid Kapoor,Aarti Chhabria
Mirch,2010,105 min,"Comedy, Drama, Fantasy",6.5,855,Vinay Shukla,Arunoday Singh,Raima Sen,Konkona Sen Sharma
Mr. Singh/Mrs. Mehta,2010,118 min,Drama,4.2,178,Pravesh Bhardwaj,Prashant Narayanan,Aruna Shields,Naved Aslam
My Barefoot Friend: The Story of Shallim and His Old Rickshaw,2010,90 min,"Documentary, Drama",7.3,27,Seong-gyou Lee,,,
My Husband's Wife,2010,122 min,Drama,3.1,8,Rati Agnihotri,Prem Chopra,Shakti Kapoor,Mahinder Shera
My Name Is Khan,2010,165 min,Drama,8,"101,014",Karan Johar,Shah Rukh Khan,Kajol,Sheetal Menon
Nakshatra,2010,122 min,"Crime, Drama, Mystery",5,56,Mohan Savalkar,Malaika Arora,Jhuma Biswas,Suresh Chatwal
Namo Venkatesa,2010,152 min,"Action, Crime, Romance",5.4,426,Sreenu Vaitla,Venkatesh Daggubati,Trisha Krishnan,Brahmanandam
No Problem,2010,139 min,"Action, Comedy, Crime",4.3,"2,299",Anees Bazmee,Anil Kapoor,Sanjay Dutt,Akshaye Khanna
Once Upon a Time in Mumbaai,2010,134 min,"Action, Crime, Drama",7.4,"16,677",Milan Luthria,Ajay Devgn,Emraan Hashmi,Kangana Ranaut
Paathshaala,2010,122 min,"Drama, Family",4.9,"1,660",Milind Ukey,Adil Feroz Khan,Nana Patekar,Shahid Kapoor
Panchakshari,2010,129 min,"Drama, Fantasy, Thriller",3.9,127,Samudra V.,Anushka Shetty,Samrat,Pradeep Singh Rawat
Pangaa Gang,2010,94 min,"Animation, Action, Adventure",6.8,,Pankaj Sharma,Sudesh Bhonsle,Purbi Joshi,Sweeney Khera
Pankh,2010,98 min,Drama,3.7,125,Sudipto Chattopadhyay,Bipasha Basu,Lillete Dubey,Mahesh Manjrekar
Pappu Can't Dance Saala,2010,138 min,"Comedy, Drama, Romance",6.5,447,Saurabh Shukla,Vinay Pathak,Neha Dhupia,Rajat Kapoor
Payback,2010,115 min,"Action, Crime, Drama",5.5,65,Sachin P. Karande,Gulshan Grover,Munish Khan,Zakir Hussain
Peepli [Live],2010,95 min,"Comedy, Drama",7.4,"11,954",Anusha Rizvi,Mahmood Farooqui,Omkar Das Manikpuri,Raghuvir Yadav
Phas Gaye Re Obama,2010,108 min,"Comedy, Crime, Drama",7.5,"5,284",Subhash Kapoor,Rajat Kapoor,Neha Dhupia,Sanjay Mishra
Phoonk 2,2010,110 min,"Drama, Horror, Mystery",3.2,488,Milind Gadagkar,Sudeep,Amruta Khanvilkar,Ahsaas Channa
Pratisaad: The Response,2010,126 min,"Biography, Drama",7.4,24,Yogesh Dattatraya Gosavi,Sandeep Kulkarni,Kishore Kadam,Neelam Shirke
Prince,2010,138 min,"Action, Sci-Fi, Thriller",4.2,"2,001",Kookie Gulati,Vivek Oberoi,Isaiah,Aruna Shields
Pyaar Impossible!,2010,140 min,"Comedy, Romance",4.6,"3,023",Jugal Hansraj,Priyanka Chopra Jonas,Anupam Kher,Uday Chopra
Raavan,2010,130 min,"Action, Adventure, Drama",5.4,"4,245",Mani Ratnam,Abhishek Bachchan,Aishwarya Rai Bachchan,Govinda
Rajneeti,2010,163 min,"Crime, Drama, Thriller",7.1,"16,737",Prakash Jha,Ranbir Kapoor,Ajay Devgn,Nana Patekar
Rakhta Charitra,2010,125 min,"Action, Biography, Crime",7.6,"4,066",Ram Gopal Varma,Vivek Oberoi,Shatrughan Sinha,Sudeep
Rakhta Charitra 2,2010,135 min,"Action, Biography, Crime",6.5,"2,645",Ram Gopal Varma,Shatrughan Sinha,Vivek Oberoi,Suriya
Ramaa: The Saviour,2010,120 min,"Action, Adventure, Drama",3.4,147,Hadi Abrar,Sahil Khan,Tanushree Dutta,Meghan Jadhav
Ramayana: The Epic,2010,98 min,"Animation, Adventure, Family",5.9,456,Chetan Desai,Manoj Bajpayee,Juhi Chawla,Ashutosh Rana
Rann,2010,137 min,"Drama, Mystery, Thriller",6.9,"2,476",Ram Gopal Varma,Amitabh Bachchan,Riteish Deshmukh,Gul Panag
Right Yaaa Wrong,2010,135 min,"Crime, Drama, Mystery",6.4,895,Neeraj Pathak,Sunny Deol,Irrfan Khan,Isha Koppikar
Rokkk,2010,180 min,"Drama, Horror, Mystery",4.2,125,Rajesh Ranshinge,Tanushree Dutta,Udita Goswami,Shaad Randhawa
Sadiyaan: Boundaries Divide... Love Unites,2010,200 min,"Drama, Romance",4.5,75,Raj Kanwar,Rekha,Hema Malini,Javed Sheikh
Seetharamula Kalyanam Lankalo,2010,142 min,"Action, Comedy, Drama",4.4,119,Y. Eshwara Reddy,Hansika Motwani,Nithiin,Ali
Shaapit: The Cursed,2010,145 min,"Adventure, Horror, Romance",5.4,844,Vikram Bhatt,Aditya Narayan,Shweta Agarwal,Shubh Joshi
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,2010,89 min,"Comedy, Drama",5,"1,043",Makrand Deshpande,Suzanne Bernert,Nagesh Bhonsle,Pritika Chawla
Shor in the City,2010,112 min,"Crime, Drama",7.2,"3,502",Krishna D.K.,Raj Nidimoru,Sendhil Ramamurthy,Tusshar Kapoor
Sold: Fighting the New Global Slave Trade,2010,52 min,"Documentary, News",9.1,,Jody Hassett Sanchez,Mira Nair,,
Soul of Sand,2010,99 min,"Drama, Mystery, Thriller",5.6,82,Sidharth Srinivasan,Dibyendu Bhattacharya,Saba Joshi,Avtar Sahani
Spirit of Moksha - Kumbh Mela,2010,61 min,"Documentary, Family",5.8,6,Rajeev Gautam,Maya Sharma,,
Still Standing,2010,54 min,"Documentary, Biography, Drama",7.5,8,Pankaj Johar,,,
Striker,2010,128 min,"Action, Crime, Drama",6.9,"1,014",Chandan Arora,Siddharth,Ankur Vikal,Anupam Kher
Teen Patti,2010,140 min,"Crime, Drama, Thriller",4.1,"1,457",Leena Yadav,Amitabh Bachchan,Madhavan,Shraddha Kapoor
Tees Maar Khan,2010,135 min,"Comedy, Crime",2.6,"11,981",Farah Khan,Akshay Kumar,Katrina Kaif,Akshaye Khanna
Tere Bin Laden,2010,95 min,"Comedy, Drama",7.2,"10,234",Abhishek Sharma,Ali Zafar,Pradhuman Singh,Piyush Mishra
Tere Ishq Nachaya,2010,122 min,Romance,2.4,8,Ravinder Ravi,Gavie Chahal,Mannat Singh,Kanwaljit Singh
That Girl in Yellow Boots,2010,103 min,"Crime, Drama, Mystery",6.7,"3,608",Anurag Kashyap,Kalki Koechlin,Prashant Prakash,Naseeruddin Shah
The Film Emotional Atyachar,2010,87 min,"Comedy, Crime, Drama",6,291,Akshay Shere,Ranvir Shorey,Vinay Pathak,Ravi Kishan
The Film Love.Com... The Ultimate Killing Site,2010,92 min,"Action, Crime, Drama",3.4,16,Vinod Mukhi,Jai Kalra,Mika Singh,Mumait Khan
The Holy Wives,2010,76 min,Documentary,8,19,Ritesh Sharma,,,
The Impossible Murder,2010,82 min,Mystery,6.4,34,Sareesh Sudhakaran,Hemu Adhikari,Minnakshi Das,Ajay Gatlewar
The Untitled Kartik Krishnan Project,2010,75 min,"Drama, Mystery, Sci-Fi",5.7,62,Srinivas Sunderrajan,Swara Bhaskar,Vishwesh Krishnamoorthy,Kartik Krishnan
The Waiting Room,2010,90 min,"Crime, Drama, Mystery",6,99,Maneej Premnath,Raj Singh Chaudhary,Raja Chaudhary,Radhika Apte
Toh Baat Pakki!,2010,122 min,"Comedy, Drama",5.1,374,Kedar Shinde,Tabu,Sharman Joshi,Yuvika Chaudhary
Toonpur Ka Superrhero,2010,95 min,"Animation, Action, Adventure",4.2,746,Kireet Khurana,Ajay Devgn,Kajol,Ameya Pandya
Tum Jo Mile,2010,125 min,Romance,8.2,,Param Sivan,Mushahid Husain Pasha,Daebuu Banerjee,Shahid Khan
Tum Milo Toh Sahi,2010,128 min,"Comedy, Drama",5.6,463,Kabir Sadanand,Nana Patekar,Dimple Kapadia,Sunil Shetty
Udaan,2010,134 min,Drama,8.1,"43,199",Vikramaditya Motwane,Rajat Barmecha,Ronit Roy,Manjot Singh
Veer,2010,169 min,"Action, Adventure, Drama",4.5,"7,598",Anil Sharma,Salman Khan,Jackie Shroff,Mithun Chakraborty
Virgin.. Mira,2010,90 min,Drama,7.5,,Amit r Agarwal,Amit r Agarwal,,
Vroom,2010,130 min,"Action, Comedy, Crime",5.4,30,Savin Tuscano,Raj Singh Arora,Gaurav Bajaj,Kalpana Bora
We Are Family,2010,115 min,"Comedy, Drama, Family",5.6,"2,975",Siddharth Malhotra,Kareena Kapoor,Kajol,Arjun Rampal
Xang Xang Klang,2010,70 min,Drama,3.3,,Col. Kapoor,Amlan Panda,Suyesha Dutta,Suresh Dutta
Ye Mothers,2010,90 min,"Biography, History",8.7,,Anil Chaudhary,Amit Banerjee,Tanya Banerji,Nachiket Chandra
Yeh Sunday Kyun Aata hai,2010,93 min,Drama,2.5,,Rabinder Parasher,Vijay Raaz,Yashpal Sharma,Kashmira Shah
13B: Fear Has a New Address,2009,146 min,"Drama, Horror, Mystery",7.3,"6,329",Vikram K. Kumar,Madhavan,Neetu Chandra,Poonam Dhillon
3 Idiots,2009,170 min,"Comedy, Drama",8.4,"357,889",Rajkumar Hirani,Aamir Khan,Madhavan,Mona Singh
8 x 10 Tasveer,2009,122 min,"Action, Fantasy, Mystery",5.4,"5,459",Nagesh Kukunoor,Akshay Kumar,Ayesha Takia,Javed Jaffrey
99,2009,135 min,"Comedy, Crime, Drama",7.3,"2,767",Krishna D.K.,Raj Nidimoru,Kunal Khemu,Boman Irani
Aa Dekhen Zara,2009,117 min,"Action, Sci-Fi, Thriller",5,866,Jehangir Surti,Neil Nitin Mukesh,Bipasha Basu,Sophiya Chaudhary
Aadmi Ki Aurat Aur Anya Kahaniya,2009,78 min,Drama,7.6,62,Amit Dutta,Ashok Chaudhary,Bramhaswaroop Mishra,Gagan Singh Sethi
Aagey Se Right,2009,117 min,"Comedy, Crime, Drama",5,381,Indrajit Nattoji,Shreyas Talpade,Mahie Gill,Karan Veer Mehra
Aao Wish Karein,2009,140 min,"Comedy, Family, Fantasy",5.1,584,Glen Barreto,Aftab Shivdasani,Aamna Sharif,Rati Agnihotri
Aasma: The Sky Is the Limit,2009,240 min,Drama,3.8,46,Rohit Krishnakant Nayyar,Hrishitaa Bhatt,Seema Biswas,Nauheed Cyrusi
Acid Factory,2009,108 min,"Action, Crime, Mystery",5,677,Suparn Varma,Fardeen Khan,Dia Mirza,Manoj Bajpayee
Agyaat,2009,130 min,"Drama, Horror, Mystery",2.9,620,Ram Gopal Varma,Nithiin,Priyanka Kothari,Rasika Dugal
Aisi Deewangi,2009,125 min,"Action, Comedy, Drama",4.1,7,Abdul Qayyoom Khan,Sarvar Ahuja,Preeti Arora,Pankaj Berry
Ajab Prem Ki Ghazab Kahani,2009,150 min,"Action, Comedy, Romance",6.4,"13,194",Rajkumar Santoshi,Ranbir Kapoor,Katrina Kaif,Darshan Jariwala
